timestamp,frame_idx,stamp_idx,bg_x,bg_y,bg_z,bg_norm,ba_x,ba_y,ba_z,ba_norm
0.16,0,0,8.326306771828708e-08,3.5650949359662885e-07,4.840056920324236e-08,3.6928900954345046e-07,0.0,0.0,0.0,0.0
0.24,1,201,8.326306771828708e-08,3.5650949359662885e-07,4.840056920324236e-08,3.6928900954345046e-07,0.0,0.0,0.0,0.0
0.32,2,202,8.326306771828708e-08,3.5650949359662885e-07,4.840056920324236e-08,3.6928900954345046e-07,0.0,0.0,0.0,0.0
0.4,3,203,8.326306771828708e-08,3.5650949359662885e-07,4.840056920324236e-08,3.6928900954345046e-07,0.0,0.0,0.0,0.0
0.48,4,204,8.326306771828708e-08,3.5650949359662885e-07,4.840056920324236e-08,3.6928900954345046e-07,0.0,0.0,0.0,0.0
0.56,5,205,8.326306771828708e-08,3.5650949359662885e-07,4.840056920324236e-08,3.6928900954345046e-07,0.0,0.0,0.0,0.0
0.64,6,207,8.326306771828708e-08,3.5650949359662885e-07,4.840056920324236e-08,3.6928900954345046e-07,0.0,0.0,0.0,0.0
0.72,7,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.88,8,209,-9.650294895806089e-06,4.024888940768563e-06,-1.4390084270870437e-06,1.0554556732273017e-05,-0.00011409614561314784,0.00031881773294500535,-0.00010642299203075491,0.00035494863081402006
16.96,9,210,-1.1057212948316572e-05,5.1002936653831404e-06,-1.795637726909296e-06,1.230850391005613e-05,-9.811075978522435e-05,0.0002704413350392673,-0.00020156754143352363,0.0003512744093198514
17.04,9,211,-9.32234606071933e-06,5.168435873014381e-06,-4.290135864112501e-06,1.1490175419975773e-05,-0.0001251968589358787,0.0003931414671329371,-0.000202716476294391,0.00045970472743714846
17.12,9,212,-1.054330075950156e-05,6.461241837422107e-06,-3.945314886072636e-06,1.2979766813669123e-05,-9.332945066534016e-05,0.0004007587103539302,-0.00029571827586777604,0.0005067220431047476
17.2,10,213,-1.2155037122376477e-05,6.838506421982352e-06,-2.5349157181575436e-07,1.3948991200327919e-05,-0.000133695065663759,0.0004513342671932975,-0.0003279573255087119,0.0005737011405606362
17.28,10,214,-1.2428593027163548e-05,7.4594941528943536e-06,2.381350976518173e-06,1.4689615724221225e-05,-0.0002098178885697594,0.000457269041629333,-0.0004408570051874337,0.000668934542253062
17.36,10,215,-1.4783094427780798e-05,8.6873814170578e-06,5.04690660357792e-06,1.7874052226939565e-05,-0.00016406282905427602,0.0004441203307800685,-0.00043891643423990925,0.0006456060070471514
17.44,11,216,-1.246011765093852e-05,6.418252365280217e-06,2.7293468992139477e-06,1.4279279736593984e-05,-0.0002718817333476318,0.00047897784426072915,-0.0005211929113979947,0.0007582753478204906
17.52,11,217,-1.1076415980821363e-05,5.87599672433727e-06,1.2690666476281527e-06,1.260257349277279e-05,-0.00016071500576598176,0.0005762155034693857,-0.0006914361158774472,0.0009142961893481388
17.6,11,218,-1.2006045739654141e-05,4.116891558390302e-06,-4.8085748905767144e-06,1.3572631391314566e-05,-0.00022864380763972598,0.0006533121760178303,-0.0008547657302860944,0.0010998723761312785
17.68,12,219,-1.0640647457982486e-05,4.04426978110987e-06,-2.1626667276303634e-06,1.1586916059170665e-05,-0.000148775954843632,0.0007094434347140963,-0.0009627342099826409,0.0012051146961469968
17.76,12,220,-8.747569509812618e-06,3.717702256764978e-06,-1.8700386201067573e-06,9.68701847007889e-06,-0.00016308131115693695,0.0007773809986924361,-0.0010627635700643343,0.0013267943084866636
17.84,13,221,-1.0508282974070616e-05,3.3525313033141e-06,-4.264318002086516e-06,1.1825729796750915e-05,-8.17020184714416e-05,0.0008839734380031168,-0.0008965347139038882,0.001261688849182747
17.92,13,222,-1.2762622319740042e-05,1.9488663153851416e-06,-7.055266213336905e-06,1.4712558911780875e-05,-0.0001315486912005476,0.0009294814258277699,-0.0009594845859250998,0.0013423306037423349
18.0,13,223,-1.652454290192466e-05,2.0034377441751167e-06,-7.81087361906849e-06,1.8387061418437538e-05,-0.00024073419238386835,0.0009575165626661046,-0.0010211898299980157,0.0014204293674991383
18.08,14,224,-1.2869549419302224e-05,2.9385128549429808e-06,-9.199161181029706e-06,1.6089895167125583e-05,-0.00014183621154791523,0.0010221761596244917,-0.000971547044085418,0.0014173444433453895
18.16,14,225,-1.2233650401781753e-05,5.079901327513264e-06,-6.327268557074569e-06,1.4679983891122988e-05,-0.00024562340511148173,0.0011221876092526364,-0.0009184292816255483,0.001470764506250381
18.24,14,226,-1.5191217100920824e-05,5.8301372659390515e-06,-3.846402836466077e-06,1.6719999770555467e-05,-0.0001717610059037895,0.0011472193915456584,-0.0007857040040890768,0.0014010513757636014
18.32,15,227,-1.4050929984253756e-05,5.412528030564165e-06,-5.910852312462568e-06,1.6175978120774896e-05,-0.0002163450619544986,0.0010496931595738986,-0.0009304440559492293,0.001419291040040619
18.4,16,228,-1.538702497279585e-05,6.4692030130146076e-06,-5.228656886926386e-06,1.749142584177297e-05,-0.0002501328274403038,0.0011529674211116611,-0.0008394497306444304,0.0014479558542259366
18.48,16,229,-1.1561593361048479e-05,7.103021679210729e-06,-9.342742271370195e-07,1.3601331786007955e-05,-0.0001299479641490195,0.0011070261081719246,-0.0009048789708479606,0.0014356877200295394
18.56,17,230,-1.0780533113950104e-05,7.116787765423448e-06,1.4731090103351135e-06,1.3001485010389625e-05,-0.00015722333605108213,0.0010625333114845658,-0.0008446072388890844,0.0013664031628319777
18.64,17,231,-1.0693460819698936e-05,7.4474009336608745e-06,1.3913212043303466e-06,1.3105329437398679e-05,-0.00018858488137007422,0.0011455273770919455,-0.0009753373002507397,0.001516271769310805
18.72,18,232,-1.1772534379877923e-05,4.001727593428515e-06,-4.067955452647188e-07,1.2440734386404288e-05,-0.0003066769309852304,0.0010780086737538206,-0.0009836937141080157,0.0014912433617161932
18.8,18,233,-1.3644143517525657e-05,3.843824549795287e-06,6.539982574000144e-07,1.4190326043369427e-05,-0.00019022572777059718,0.001122751212136682,-0.0009189496703973,0.0014632923865665222
18.88,19,234,-1.7858661769092596e-05,1.4262045244881126e-06,1.0416456490588333e-07,1.7915822888862845e-05,-0.00018859500422687127,0.0010973605847322656,-0.0009504180064017383,0.0014639203241419692
18.96,19,235,-1.806454866541294e-05,2.3276799734516048e-06,1.0080397641058556e-06,1.8241769560815602e-05,-0.00013677439679917727,0.0011775730098950638,-0.0008989239627587864,0.001487766688723423
